file, totalLetter, totalWord, totalSentence, vietnamese formula result
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (60).txt,3962,600,37,10.449909909909913
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (600).txt,3881,645,28,10.64125138427464
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (601).txt,3649,529,30,11.322507876496534
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (602).txt,2146,370,24,8.683333333333334
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (603).txt,3034,482,24,10.605878284923929
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (604).txt,3812,644,35,9.518509316770187
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (605).txt,1435,198,30,9.814949494949495
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (606).txt,4139,666,42,9.600858000858
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (607).txt,1920,294,11,12.406679035250463
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (608).txt,2514,368,20,11.343043478260867
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (609).txt,2650,426,20,10.70131455399061
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (61).txt,1721,265,15,10.522012578616351
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (610).txt,751,118,5,11.448813559322033
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (611).txt,1603,285,26,7.441430499325236
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (612).txt,2071,330,20,9.851515151515152
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (613).txt,1291,219,11,9.771772519717725
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (614).txt,1310,199,10,11.145829145728644
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (615).txt,1637,278,13,10.053901494189265
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (616).txt,8807,1356,69,10.920110298832885
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (617).txt,1498,222,12,11.195495495495496
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (618).txt,2916,473,36,8.95758750293634
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (619).txt,6767,1079,70,9.625952601615253
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (62).txt,959,148,8,10.659459459459459
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (620).txt,2776,480,27,9.122222222222222
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (621).txt,1188,182,7,12.254945054945054
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (622).txt,5012,809,60,9.087272352698806
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (623).txt,1583,258,14,9.95703211517165
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (624).txt,1036,147,9,11.36190476190476
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (625).txt,917,128,6,12.594791666666666
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (626).txt,1065,167,13,9.323721787194842
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (627).txt,3853,496,28,13.079147465437789
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (628).txt,2683,458,16,11.441157205240174
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (629).txt,5670,937,53,9.63830369907976
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (63).txt,2993,487,38,8.854739003566412
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (630).txt,2465,387,29,9.407983605096678
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (631).txt,2035,324,22,9.507182940516273
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (632).txt,1169,187,9,10.658229352347
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (633).txt,2458,381,27,9.725109361329835
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (634).txt,3694,621,33,9.660576782315912
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (635).txt,910,159,11,8.337449971412235
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (636).txt,1211,184,11,10.508498023715415
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (637).txt,1684,275,16,9.684772727272728
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (638).txt,1669,259,12,11.204697554697553
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (639).txt,758,125,9,8.905777777777779
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (64).txt,2255,333,15,11.983543543543544
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (640).txt,572,94,6,9.303546099290779
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (641).txt,3022,478,21,11.1967324168161
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (642).txt,1939,302,14,11.15534531693472
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (643).txt,1762,286,22,8.921678321678321
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (644).txt,2727,442,29,9.38764237790607
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (645).txt,3431,643,37,8.147526375520155
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (646).txt,1268,192,12,10.408333333333335
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (647).txt,3369,573,29,9.710886441595955
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (648).txt,1632,269,10,11.513828996282527
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (649).txt,689,107,8,9.553504672897198
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (65).txt,3467,605,52,7.788080101716465
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (650).txt,2569,440,31,8.515982404692082
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (651).txt,559,93,6,9.121505376344086
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (652).txt,1835,297,20,9.326902356902357
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (653).txt,2860,456,36,9.07719298245614
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (654).txt,1470,222,15,10.203243243243243
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (655).txt,3033,500,28,9.70342857142857
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (656).txt,2144,348,22,9.485475444096133
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (657).txt,1210,189,9,11.004232804232803
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (658).txt,1329,185,9,12.47867867867868
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (659).txt,1653,269,13,10.428424363740348
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (66).txt,5154,769,36,11.676643548620142
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (660).txt,1125,187,10,9.772085561497326
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (661).txt,1859,289,17,10.265051903114188
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (662).txt,2220,356,31,8.768684305907938
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (663).txt,736,129,10,7.990852713178295
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (664).txt,3653,560,25,11.526428571428571
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (665).txt,2497,283,23,14.107512674758027
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (666).txt,933,141,6,11.934042553191489
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (667).txt,1235,197,8,11.463071065989848
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (668).txt,944,157,9,9.51436659589526
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (669).txt,2458,422,26,8.895442945679914
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (67).txt,1031,172,9,9.81059431524548
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (670).txt,1138,192,17,8.112990196078432
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (671).txt,1127,155,9,11.986379928315412
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (672).txt,2005,328,20,9.505609756097561
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (673).txt,843,138,9,9.284057971014493
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (674).txt,1024,163,5,13.084417177914112
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (675).txt,858,125,7,11.299428571428571
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (676).txt,2586,425,21,10.217030812324928
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (677).txt,1793,292,19,9.354506128334535
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (678).txt,3733,643,37,9.086873187339751
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (679).txt,2749,449,35,8.810703149856824
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (68).txt,1338,209,12,10.287161084529505
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (680).txt,1198,199,12,9.356867671691791
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (681).txt,3347,507,30,10.583155818540433
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (682).txt,1815,299,22,8.858650045606568
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (683).txt,1822,301,21,8.972978959025472
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (684).txt,1084,178,10,9.739775280898877
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (685).txt,861,117,9,11.317948717948717
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (686).txt,1168,194,13,9.025852498017446
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (687).txt,679,101,6,10.812211221122112
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (688).txt,1124,185,13,8.997505197505198
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (689).txt,2635,400,26,10.251923076923077
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (69).txt,1030,162,7,11.344620811287477
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (690).txt,1029,169,7,11.006086221470838
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (691).txt,7815,1270,55,10.925268432355047
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (692).txt,871,146,9,9.175951293759514
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (693).txt,721,124,8,8.729032258064516
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (694).txt,979,155,9,10.076702508960572
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (695).txt,795,124,5,11.78258064516129
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (696).txt,1757,276,12,11.331884057971013
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (697).txt,770,109,7,11.24272608125819
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (698).txt,1650,289,16,9.031185121107267
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (699).txt,657,102,8,9.432352941176472
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (7).txt,853,147,11,8.278169449598021
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (70).txt,2093,377,26,8.00344827586207
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (700).txt,797,130,6,10.594871794871796
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (701).txt,2130,315,18,11.023809523809526
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (702).txt,1076,188,13,8.339116202945991
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (703).txt,3354,553,42,8.763532248342374
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (704).txt,998,155,9,10.321863799283154
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (705).txt,1739,281,14,10.391509913573973
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (706).txt,955,176,13,7.559965034965035
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (707).txt,849,136,9,9.50751633986928
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (708).txt,3625,543,22,12.288113175958479
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (709).txt,2110,281,44,10.295066321578776
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (71).txt,3944,602,30,11.116323366555925
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (710).txt,734,111,7,10.396653796653798
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (711).txt,3276,556,38,8.710488451344187
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (712).txt,2779,384,51,9.97984068627451
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (713).txt,3827,638,29,10.396865203761756
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (714).txt,987,164,9,9.681029810298103
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (715).txt,1082,180,13,8.791452991452992
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (716).txt,3148,520,33,9.25920745920746
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (717).txt,803,140,11,8.016883116883117
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (718).txt,1261,191,8,11.979188481675394
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (719).txt,1389,223,15,9.430732436472347
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (72).txt,3929,639,27,11.030672926447576
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (720).txt,1101,192,14,8.211607142857144
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (721).txt,2683,444,23,9.946455150802977
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (722).txt,4588,727,46,9.782602715148615
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (723).txt,778,124,9,9.30394265232975
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (724).txt,4097,625,29,11.420744827586208
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (725).txt,3586,570,29,10.513490623109497
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (726).txt,734,112,8,9.907142857142858
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (727).txt,2883,480,32,9.0125
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (728).txt,936,130,8,11.649999999999999
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (729).txt,966,148,9,10.342942942942944
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (73).txt,1568,280,15,8.933333333333334
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (730).txt,1517,245,18,9.105895691609977
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (731).txt,812,112,6,12.233333333333334
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (732).txt,2150,338,19,10.279788227966367
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (733).txt,1054,185,14,8.037451737451738
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (734).txt,1882,309,18,9.614563106796117
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (735).txt,3488,559,43,9.07942754919499
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (736).txt,1672,288,20,8.491111111111111
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (737).txt,3196,553,23,10.367465995754383
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (738).txt,3389,553,46,8.661129019577011
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (739).txt,1145,182,12,9.615750915750915
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (74).txt,5539,891,61,9.354532575297604
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (740).txt,917,140,9,10.211111111111112
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (741).txt,2860,439,26,10.406535833187313
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (742).txt,1880,319,19,9.144728592641478
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (743).txt,4426,717,45,9.532552301255231
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (744).txt,3922,633,47,9.085402171355586
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (745).txt,3289,544,29,9.843635902636917
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (746).txt,3562,492,30,11.75967479674797
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (747).txt,1146,176,7,12.051298701298702
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (748).txt,1044,151,8,11.602814569536424
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (749).txt,2665,428,25,9.877271028037384
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (75).txt,2301,394,32,8.142703045685279
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (750).txt,2883,468,35,8.994798534798536
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (751).txt,3346,511,28,10.745890410958907
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (752).txt,5797,905,64,9.639174723756906
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (753).txt,2147,377,20,9.159920424403182
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (754).txt,2637,463,25,9.094928725701944
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (755).txt,1476,235,13,10.177086743044189
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (756).txt,1531,246,9,11.913821138211382
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (757).txt,5968,912,45,11.141052631578948
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (758).txt,3085,516,30,9.397364341085272
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (759).txt,2557,398,18,11.271468453377999
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (76).txt,2192,330,19,10.7585326953748
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (760).txt,1151,188,10,10.004680851063831
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (761).txt,1441,238,15,9.282577030812325
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (762).txt,1560,256,19,8.882236842105263
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (763).txt,807,138,7,9.638509316770186
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (764).txt,2663,452,30,8.796519174041299
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (765).txt,2402,401,27,8.950420245682091
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (766).txt,783,122,9,9.547176684881602
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (767).txt,3343,539,28,10.254452690166975
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (768).txt,4043,686,37,9.495280119769916
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (769).txt,1517,232,14,10.391871921182265
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (77).txt,1650,259,12,11.05797940797941
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (770).txt,4032,656,39,9.656785490931833
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (771).txt,2124,337,15,11.098674579624134
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (772).txt,1506,249,14,9.653528399311531
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (773).txt,5481,915,40,10.555327868852459
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (774).txt,3065,475,23,11.035697940503432
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (775).txt,1749,257,12,11.894228274967574
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (776).txt,949,155,11,9.0633431085044
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (777).txt,1194,207,14,8.493374741200828
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (778).txt,1148,179,11,10.081361097003555
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (779).txt,644,125,6,8.470666666666666
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (78).txt,3799,637,47,8.63842479708741
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (780).txt,2301,363,21,10.134828807556083
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (781).txt,1123,185,7,11.426254826254826
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (782).txt,612,99,5,10.323636363636364
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (783).txt,855,130,11,9.517482517482517
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (784).txt,3372,530,23,11.333223954060706
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (785).txt,735,114,5,11.454736842105262
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (786).txt,1391,224,13,9.865796703296704
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (787).txt,2803,464,26,9.651127320954908
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (788).txt,3339,509,29,10.630187656662827
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (789).txt,1323,203,8,12.10948275862069
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (79).txt,1894,243,44,10.6930228208006
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (790).txt,887,157,11,8.153908511870297
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (791).txt,726,121,6,10.033333333333335
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (792).txt,5300,886,70,8.49531118993873
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (793).txt,802,123,8,10.115650406504066
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (794).txt,2253,386,14,11.187860843819394
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (795).txt,3953,601,28,11.447599239362969
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (796).txt,907,148,10,9.216756756756757
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (797).txt,3206,534,28,9.821776350989834
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (798).txt,1571,269,15,9.266964064436184
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (799).txt,984,153,6,11.962745098039218
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (8).txt,939,157,11,8.816328894035902
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (80).txt,3141,464,17,12.99761663286004
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (800).txt,2667,456,17,11.062074303405574
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (801).txt,1402,216,17,9.522657952069716
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (802).txt,3990,647,49,8.97466485821531
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (803).txt,1725,276,21,9.128571428571428
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (804).txt,1297,216,19,8.282943469785575
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (805).txt,1141,176,11,10.165909090909093
