file, flesch_kincaid_grade, dale_chall_readability_score
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (673).txt,-4.4,1.42
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (674).txt,-7.2,1.06
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (675).txt,-4.2,1.45
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (676).txt,-7.8,0.99
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (677).txt,-7.8,1.0
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (678).txt,-6.9,1.11
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (679).txt,-5.3,1.31
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (68).txt,-5.6,1.27
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (680).txt,-8.6,0.89
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (682).txt,-9.3,0.8
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (683).txt,-10.1,0.69
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (684).txt,-6.0,1.22
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (685).txt,-4.5,1.41
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (686).txt,-3.1,1.59
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (687).txt,-7.8,1.0
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (688).txt,-8.9,0.85
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (689).txt,-3.7,1.52
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (69).txt,-7.5,1.03
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (690).txt,-3.1,1.58
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (691).txt,-9.7,0.74
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (692).txt,-5.3,1.31
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (693).txt,-6.4,1.17
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (694).txt,-8.6,0.89
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (695).txt,-6.7,1.13
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (696).txt,-7.7,1.0
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (698).txt,-9.4,0.78
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (699).txt,-4.7,1.38
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (7).txt,-11.1,0.57
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (70).txt,-8.6,0.88
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (700).txt,-3.3,1.56
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (701).txt,-7.6,1.01
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (702).txt,-8.3,0.93
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (703).txt,-7.4,1.04
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (704).txt,-8.0,0.96
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (705).txt,-2.6,1.65
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (706).txt,-9.5,0.77
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (707).txt,-6.5,1.15
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (708).txt,-6.0,1.22
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (709).txt,-5.9,1.24
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (71).txt,-9.5,0.77
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (710).txt,-6.4,1.17
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (712).txt,-6.2,1.2
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (713).txt,-7.2,1.07
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (714).txt,-4.4,1.43
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (715).txt,-6.0,1.22
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (716).txt,-6.7,1.13
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (717).txt,-9.7,0.74
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (718).txt,-4.7,1.38
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (719).txt,-6.4,1.17
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (72).txt,-5.0,1.34
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (720).txt,-6.9,1.11
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (721).txt,-5.6,1.26
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (722).txt,-8.4,0.91
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (723).txt,-4.7,1.38
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (724).txt,-8.7,0.88
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (725).txt,-7.0,1.09
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (726).txt,-6.3,1.19
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (728).txt,-10.1,0.7
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (729).txt,-6.2,1.19
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (73).txt,-5.8,1.24
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (730).txt,-9.2,0.82
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (731).txt,-6.4,1.17
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (732).txt,-5.5,1.28
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (733).txt,-8.4,0.92
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (734).txt,-10.4,0.65
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (735).txt,-6.4,1.17
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (736).txt,-7.2,1.07
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (737).txt,-1.4,1.81
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (738).txt,-4.1,1.46
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (739).txt,-8.6,0.89
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (74).txt,-8.2,0.94
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (740).txt,-2.1,1.72
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (741).txt,-8.3,0.92
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (743).txt,-7.9,0.98
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (744).txt,-2.8,1.63
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (745).txt,-10.8,0.61
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (746).txt,-6.2,1.2
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (747).txt,-6.9,1.11
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (748).txt,-3.3,1.56
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (749).txt,-2.1,1.71
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (75).txt,-5.8,1.25
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (750).txt,-9.6,0.76
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (751).txt,0.0,1.98
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (752).txt,-9.2,0.81
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (753).txt,-5.8,1.24
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (754).txt,-6.0,1.22
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (755).txt,-6.2,1.19
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (756).txt,-6.9,1.11
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (757).txt,-8.3,0.93
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (759).txt,-10.0,0.71
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (76).txt,-5.4,1.3
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (760).txt,-8.8,0.86
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (761).txt,-4.0,1.48
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (762).txt,-8.8,0.86
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (763).txt,-7.6,1.02
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (764).txt,-7.4,1.05
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (765).txt,-4.1,1.46
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (766).txt,-4.3,1.43
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (767).txt,-2.7,1.64
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (768).txt,-8.0,0.97
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (769).txt,-9.5,0.77
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (77).txt,-4.7,1.38
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (770).txt,-7.4,1.04
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (771).txt,-4.1,1.46
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (772).txt,-4.0,1.47
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (774).txt,-5.2,1.32
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (775).txt,-7.1,1.08
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (776).txt,-4.7,1.38
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (777).txt,-8.4,0.92
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (778).txt,-4.7,1.38
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (779).txt,-6.5,1.15
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (78).txt,-8.8,0.87
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (780).txt,-4.4,1.43
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (781).txt,-4.0,1.47
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (782).txt,-10.1,0.69
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (783).txt,-1.6,1.78
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (784).txt,-7.6,1.02
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (785).txt,-5.5,1.28
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (786).txt,-4.4,1.43
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (787).txt,-8.4,0.92
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (788).txt,-9.0,0.83
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (79).txt,-7.4,1.04
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (790).txt,-9.4,0.79
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (791).txt,-8.5,0.9
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (792).txt,-5.9,1.24
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (793).txt,-5.9,1.23
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (794).txt,-2.9,1.62
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (795).txt,-9.3,0.8
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (796).txt,-7.7,1.0
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (797).txt,-5.4,1.3
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (798).txt,-7.6,1.02
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (799).txt,-9.2,0.81
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (8).txt,-9.3,0.8
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (80).txt,-4.1,1.46
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (800).txt,-7.9,0.97
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (801).txt,-3.9,1.49
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (802).txt,-7.8,0.99
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (804).txt,-8.8,0.86
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (805).txt,-8.3,0.93
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (806).txt,-5.2,1.32
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (807).txt,-5.0,1.35
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (808).txt,-3.3,1.57
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (809).txt,-5.4,1.29
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (81).txt,-6.6,1.15
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (810).txt,-7.9,0.97
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (811).txt,-7.0,1.1
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (812).txt,-6.5,1.15
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (813).txt,-4.5,1.41
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (814).txt,-9.1,0.82
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (815).txt,-9.0,0.84
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (816).txt,-6.5,1.16
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (817).txt,-3.8,1.5
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (818).txt,-9.5,0.77
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (82).txt,-9.3,0.8
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (820).txt,-8.4,0.92
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (821).txt,-7.1,1.08
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (822).txt,-9.4,0.79
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (823).txt,-7.3,1.06
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (824).txt,-6.9,1.11
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (825).txt,-9.3,0.79
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (826).txt,-4.9,1.35
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (827).txt,-7.0,1.09
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (828).txt,-9.9,0.73
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (829).txt,-4.4,1.42
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (83).txt,-7.7,1.01
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (830).txt,-2.3,1.69
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (831).txt,-8.8,0.86
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (832).txt,-7.9,0.98
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (833).txt,-4.6,1.39
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (835).txt,-2.6,1.65
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (836).txt,-6.5,1.16
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (837).txt,-8.6,0.88
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (838).txt,-7.4,1.04
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (839).txt,-6.7,1.13
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (84).txt,-8.6,0.89
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (840).txt,-5.8,1.25
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (841).txt,-7.7,1.01
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (842).txt,-8.6,0.88
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (843).txt,-8.7,0.88
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (844).txt,1.6,2.19
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (845).txt,-10.3,0.67
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (846).txt,-5.4,1.3
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (847).txt,-9.3,0.8
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (848).txt,-9.2,0.82
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (849).txt,-8.9,0.85
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (85).txt,-9.7,0.74
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (850).txt,-3.6,1.53
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (851).txt,-6.0,1.22
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (852).txt,-10.0,0.71
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (853).txt,-5.4,1.29
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (854).txt,-6.4,1.17
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (855).txt,-9.0,0.84
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (856).txt,-7.9,0.98
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (857).txt,-7.6,1.02
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (858).txt,-10.1,0.69
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (859).txt,-7.3,1.06
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (86).txt,-8.1,0.95
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (860).txt,-9.5,0.77
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (861).txt,-7.2,1.07
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (862).txt,-4.0,1.48
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (863).txt,-6.9,1.11
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (62).txt,-7.4,1.04
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (635).txt,-4.2,1.45
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (650).txt,-9.8,0.73
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (666).txt,-4.6,1.39
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (681).txt,-7.4,1.04
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (697).txt,-6.3,1.18
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (711).txt,-4.6,1.39
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (727).txt,-8.4,0.92
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (742).txt,-6.1,1.21
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (758).txt,-6.0,1.22
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (773).txt,-8.0,0.96
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (789).txt,-10.1,0.7
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (803).txt,-4.9,1.36
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (819).txt,-6.5,1.15
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (834).txt,-6.3,1.18
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (864).txt,-6.2,1.2
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (865).txt,-8.7,0.87
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (866).txt,-9.2,0.81
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (867).txt,-6.4,1.17
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (868).txt,-8.8,0.86
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (869).txt,-8.1,0.95
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (87).txt,-9.0,0.83
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (870).txt,-6.4,1.17
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (871).txt,-5.5,1.28
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (872).txt,-8.6,0.89
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (873).txt,-8.0,0.96
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (874).txt,-9.2,0.82
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (875).txt,-2.5,1.66
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (876).txt,-10.2,0.68
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (877).txt,-9.9,0.73
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (88).txt,-8.9,0.85
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (89).txt,-9.4,0.79
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (9).txt,-7.7,1.0
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (90).txt,-3.4,1.55
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (91).txt,-1.2,1.84
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (92).txt,-6.3,1.18
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (93).txt,-1.7,1.77
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (94).txt,-7.7,1.01
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (95).txt,-9.2,0.81
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (96).txt,-3.9,1.49
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (97).txt,-6.7,1.13
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (98).txt,-8.2,0.94
data/Vietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (99).txt,-9.0,0.83
data/Vietnamese_by_catalog/Normal/AT_NLD_/AT_NLD_ (259).txt,-5.9,1.23
data/Vietnamese_by_catalog/Normal/AT_NLD_/AT_NLD_ (260).txt,-3.7,1.52
data/Vietnamese_by_catalog/Normal/AT_NLD_/AT_NLD_ (261).txt,12.7,3.6
data/Vietnamese_by_catalog/Normal/AT_NLD_/AT_NLD_ (262).txt,-10.1,0.7
data/Vietnamese_by_catalog/Normal/AT_NLD_/AT_NLD_ (263).txt,-11.1,0.57
data/Vietnamese_by_catalog/Normal/AT_NLD_/AT_NLD_ (264).txt,-11.3,0.54
data/Vietnamese_by_catalog/Normal/AT_NLD_/AT_NLD_ (265).txt,-7.6,1.02
data/Vietnamese_by_catalog/Normal/BDS_TN_/BDS_TN_ (218).txt,-0.9,1.87
data/Vietnamese_by_catalog/Normal/BDS_TN_/BDS_TN_ (219).txt,-2.4,1.68
data/Vietnamese_by_catalog/Normal/BDS_TN_/BDS_TN_ (220).txt,-5.3,1.31
data/Vietnamese_by_catalog/Normal/BDS_TN_/BDS_TN_ (221).txt,-5.1,1.33
data/Vietnamese_by_catalog/Normal/BDS_TN_/BDS_TN_ (222).txt,-5.8,1.25
data/Vietnamese_by_catalog/Normal/BDS_TN_/BDS_TN_ (223).txt,-1.1,1.84
data/Vietnamese_by_catalog/Normal/BDS_TN_/BDS_TN_ (224).txt,0.8,2.08
data/Vietnamese_by_catalog/Normal/BDS_TN_/BDS_TN_ (225).txt,-7.1,1.08
data/Vietnamese_by_catalog/Normal/BDS_TN_/BDS_TN_ (226).txt,-5.8,1.24
data/Vietnamese_by_catalog/Normal/BDS_TN_/BDS_TN_ (227).txt,-2.9,1.61
data/Vietnamese_by_catalog/Normal/BDS_TN_/BDS_TN_ (228).txt,4.1,2.5
data/Vietnamese_by_catalog/Normal/BDS_TN_/BDS_TN_ (229).txt,-4.8,1.37
data/Vietnamese_by_catalog/Normal/BDS_TN_/BDS_TN_ (230).txt,5.5,2.68
data/Vietnamese_by_catalog/Normal/BDS_TN_/BDS_TN_ (231).txt,-9.6,0.76
data/Vietnamese_by_catalog/Normal/BDS_TN_/BDS_TN_ (232).txt,-6.7,1.13
data/Vietnamese_by_catalog/Normal/BDS_TN_/BDS_TN_ (233).txt,-0.4,1.93
data/Vietnamese_by_catalog/Normal/BDS_TN_/BDS_TN_ (234).txt,-4.5,1.41
data/Vietnamese_by_catalog/Normal/BDS_TN_/BDS_TN_ (235).txt,-4.8,1.37
data/Vietnamese_by_catalog/Normal/BDS_TN_/BDS_TN_ (236).txt,-4.2,1.44
data/Vietnamese_by_catalog/Normal/BDS_TN_/BDS_TN_ (237).txt,2.4,2.29
data/Vietnamese_by_catalog/Normal/BDS_TN_/BDS_TN_ (238).txt,-2.6,1.65
data/Vietnamese_by_catalog/Normal/BDS_TN_/BDS_TN_ (239).txt,-7.9,0.97
data/Vietnamese_by_catalog/Normal/BDS_TN_/BDS_TN_ (240).txt,-4.4,1.43
data/Vietnamese_by_catalog/Normal/BDS_TN_/BDS_TN_ (241).txt,-6.8,1.12
data/Vietnamese_by_catalog/Normal/BDS_TN_/BDS_TN_ (242).txt,-0.9,1.86
data/Vietnamese_by_catalog/Normal/BDS_TN_/BDS_TN_ (243).txt,-7.9,0.98
data/Vietnamese_by_catalog/Normal/BDS_TN_/BDS_TN_ (244).txt,-5.9,1.24
data/Vietnamese_by_catalog/Normal/BDS_TN_/BDS_TN_ (245).txt,-3.9,1.49
